location,latitude,longitude,nearest_airport,full_address
Dorintosh,54.3542376,-108.6274861,YLJ,"Dorintosh, Division No. 17, Saskatchewan, Canada"
Sainte-Agathe-des-Monts,46.046072,-74.279938,YMX,"Sainte-Agathe-des-Monts, Les Laurentides, Laurentides, Québec, Canada"
Friedensfeld,49.4731826,-96.6684985,YWG,"Friedensfeld, Rural Municipality of Hanover, Division No. 2, Manitoba, R5G 1Z7, Canada"
Sainte-Julienne,45.9624229,-73.710013,YMX,"Sainte-Julienne, Montcalm, Lanaudière, Québec, J0K 2T0, Canada"
Steinbach,49.530557,-96.69342,YWG,"Steinbach, Division No. 2, Manitoba, Canada"
Plympton-Wyoming,43.0699736,-82.1529152,YZR,"Plympton-Wyoming, Lambton County, Ontario, Canada"
Westville,45.5615392,-62.7085523,YYG,"Westville, Town of Westville, Pictou County, Nova Scotia, B0K 2A0, Canada"
Goffs,44.8581372,-63.5423535,YHZ,"Goffs, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
Waterloo,43.4652699,-80.5222961,YKF,"Waterloo, Region of Waterloo, Ontario, Canada"
Sturgeon (Sturgeon County),53.76371695,-113.46126127838711,YXD,"Sturgeon View Estates, Division No. 11, Alberta, Canada"
Celista,50.9435714,-119.3519815,YSN,"Celista, Area F (Scotch Creek/Seymour Arm), Columbia-Shuswap Regional District, British Columbia, V0E 1L0, Canada"
DeBolt,55.2182039,-118.0199111,YQU,"DeBolt, Division No. 18, Alberta, T0H 1B0, Canada"
Saint-Ignace-de-Loyola,46.0653897,-73.1321284,YRQ,"Saint-Ignace-de-Loyola, D'Autray, Lanaudière, Québec, J0K 2P0, Canada"
Sheet Harbour,44.9273954,-62.5431429,YHZ,"Sheet Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, B0J 3B0, Canada"
Lucan,43.1878148,-81.4031356,YCE,"Lucan, Lucan Biddulph, Middlesex County, Ontario, N0M 2J0, Canada"
Stavely,50.1621453,-113.6402944,WPC,"Stavely, Division No. 3, Alberta, T0L 1Z0, Canada"
Belwood,43.79146715,-80.31941722204013,YKF,"Belwood Lake Boat Launch, Centre Wellington, Wellington County, Ontario, Canada"
Hanover,49.421589499999996,-96.7814848768908,PMB,"Rural Municipality of Hanover, Division No. 2, Manitoba, Canada"
Charlo,47.9920551,-66.3024494,YCL,"Charlo, Colborne Parish, Restigouche County, New Brunswick / Nouveau-Brunswick, Canada"
Sharon,44.1022535,-79.4319883,YKZ,"Sharon, East Gwillimbury, York Region, Golden Horseshoe, Ontario, L9N 0P6, Canada"
Carlsbad Springs,45.3691913,-75.4561543,YOW,"Carlsbad Springs, Gloucester, Ottawa, Eastern Ontario, Ontario, K0A 1K0, Canada"
Barr'd Harbour,50.833333,-57.033333,YBX,"Barr’d Harbour, Newfoundland, Newfoundland and Labrador, Canada"
Aldershot,43.3132976,-79.8555856,YHM,"Aldershot, Alayne Bryk Way, Burlington, Halton Region, Golden Horseshoe, Ontario, L7R 4C2, Canada"
Church Point,44.340335,-66.1113132,YDG,"Church Point, Clare Municipal District, Digby County, Nova Scotia, B0W 1M0, Canada"
Thorsby,53.2273921,-114.0506558,YEG,"Thorsby, Division No. 11, Alberta, Canada"
Kennedy,43.732429,-79.2637529,YTZ,"Kennedy, South Service Road, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1K 5J7, Canada"
Rose Blanche-Harbour le Cou,47.6127759,-58.6947173,YJT,"Rose Blanche - Harbour Le Cou, Newfoundland, Newfoundland and Labrador, Canada"
Coaticook,45.1500699,-71.7460086,YSC,"Coaticook (MRC), Estrie, Québec, Canada"
Seguin,45.321133599999996,-79.85287932874844,YPD,"Seguin Township, Parry Sound District, Central Ontario, Ontario, Canada"
Bawlf,52.9188843,-112.4612154,YEG,"Village of Bawlf, Division No. 10, Alberta, T0B 0J0, Canada"
Fruitvale,49.116667,-117.55,YZZ,"Fruitvale, Regional District of Kootenay Boundary, British Columbia, Canada"
Ramea,47.5233239,-57.3871369,MQC,"Ramea, Newfoundland, Newfoundland and Labrador, Canada"
Rodney,45.6088821,-64.0335498,YQM,"Rodney, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0M 1X0, Canada"
Grand Marais,50.5417568,-96.6174783,YGM,"Grand Marais, Rural Municipality of St. Clements, Division No. 13, Manitoba, R0E 0T0, Canada"
Nain,56.54340345,-61.69283301586507,YDP,"Nain (Nunajnguk), Labrador, Newfoundland and Labrador, Canada"
Magog,45.2658014,-72.1480686,YSC,"Magog, Memphrémagog, Estrie, Québec, Canada"
Spaniard's Bay,47.6252701,-53.282518,YYT,"Spaniard's Bay, Newfoundland, Newfoundland and Labrador, A0A 3X0, Canada"
Torquay,49.1407635,-103.4934184,YEN,"Torquay, Division No. 2, Saskatchewan, Canada"
Eston,51.1493598,-108.7530146,YKY,"Eston, Division No. 8, Saskatchewan, S0L 1A0, Canada"
Sainte-Hélène-de-Bagot,45.731588,-72.736015,ZBM,"Sainte-Hélène-de-Bagot, Les Maskoutains, Montérégie, Québec, J0H 1M0, Canada"
Lavaltrie,45.883078,-73.282242,YHU,"Lavaltrie, D'Autray, Lanaudière, Québec, Canada"
Wainwright,52.8402725,-110.8514344,YVG,"Town of Wainwright, Alberta, Canada"
Pense,50.4159384,-104.9828583,YQR,"Pense, Division No. 6, Saskatchewan, S0G 3W0, Canada"
Minett,45.1628856,-79.6536797,YPD,"Minett, Muskoka Lakes Township, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, P0B 1G0, Canada"
Cheverie,45.1571062,-64.1720011,YHZ,"Cheverie, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0N 1G0, Canada"
Val-Brillant,48.5334849,-67.5487747,YME,"Val-Brillant, La Matapédia, Bas-Saint-Laurent, Québec, G0J 3L0, Canada"
Saint-Edmond-les-Plaines,48.905351,-72.551651,YDO,"Saint-Edmond-les-Plaines, Maria-Chapdelaine, Saguenay–Lac-Saint-Jean, Québec, Canada"
St-Raymond,46.889058,-71.835136,YQB,"Saint-Raymond, Portneuf (MRC), Capitale-Nationale, Québec, Canada"
Little Sands,45.9647045,-62.6682485,YYG,"Little Sands, Kings County, Prince Edward Island, Canada"
Pubnico,43.7024423,-65.7839702,YQI,"Pubnico, Argyle Municipal District, Yarmouth County, Nova Scotia, B0W 2W0, Canada"
Silver,49.1067422,-123.992579,ZNA,"Silver, Area C (Arrowsmith-Benson), Regional District of Nanaimo, British Columbia, V9R 5P4, Canada"
Leask,53.0199419,-106.7412315,YPA,"Leask, Division No. 16, Saskatchewan, S0J 1M0, Canada"
Oxbow,49.2298181,-102.173666,YEN,"Oxbow, Division No. 1, Saskatchewan, S0C 2B0, Canada"
Ingonish Beach,46.6378698,-60.4096494,YQY,"Ingonish Beach, Municipality of Victoria County, Victoria County, Nova Scotia, B0C 1L0, Canada"
Higgins Road,46.5178325,-64.0757385,YSU,"Higgins Road, Saint Chrysostome, Prince County, Prince Edward Island, Canada"
Brownsburg,45.676516,-74.4046061,YMX,"Brownsburg, Brownsburg-Chatham, Argenteuil, Laurentides, Québec, J8G 3A4, Canada"
Port Kirwan,46.9710555,-52.910305,YYT,"Port Kirwan, Newfoundland, Newfoundland and Labrador, Canada"
Denare Beach,54.6605483,-102.0815658,YFO,"ᒨᓇᐦᐃᓲᓂᔮᐚᓂᕽ Denare Beach, Division No. 18, Saskatchewan, Canada"
Honey Harbour,44.8739609,-79.8116047,YQA,"Honey Harbour, Georgian Bay Township, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, P0E 1E0, Canada"
Cap-au-Renard,49.1958676,-66.2370594,YME,"Cap-au-Renard, La Martre, La Haute-Gaspésie, Gaspésie–Îles-de-la-Madeleine, Québec, Canada"
Erickson,50.4979209,-99.9140913,YBR,"Municipality of Clanwilliam – Erickson, Division No. 15, Manitoba, R0J 0P0, Canada"
Saint-Colomban,45.7398754,-74.1378332,YMX,"Saint-Colomban, La Rivière-du-Nord, Laurentides, Québec, Canada"
Port Moody,49.2821981,-122.8293554,CXH,"Port Moody, Metro Vancouver Regional District, British Columbia, Canada"
Saint-Robert,45.97239,-73.000031,YRQ,"Saint-Robert, Pierre-De Saurel, Montérégie, Québec, Canada"
Saint-Marc-de-Figuery,48.472466,-78.046188,YEY,"Saint-Marc-de-Figuery, Abitibi, Québec, Canada"
Red Deer County,52.1040224,-113.767473,YQF,"Red Deer County, Alberta, Canada"
Rossland,49.0784756,-117.7999026,YZZ,"Rossland, Regional District of Kootenay Boundary, British Columbia, V0G 1Y0, Canada"
Lyndhurst,44.5499145,-76.1251465,YSH,"Lyndhurst, Leeds and the Thousand Islands, Leeds and Grenville Counties, Eastern Ontario, Ontario, K0E 1N0, Canada"
Madoc,44.58180005,-77.50766798148976,YTR,"Madoc, Hastings County, Central Ontario, Ontario, K1K 2K0, Canada"
Raleigh,51.5626226,-55.73245812849636,YAY,"Raleigh, Newfoundland, Newfoundland and Labrador, A0K 4J0, Canada"
Humber Arm South,49.00402165,-58.140405906334244,YDF,"Humber Arm South, Newfoundland, Newfoundland and Labrador, A0L 1A0, Canada"
Snow Lake,54.881347,-100.020905,YFO,"Snow Lake, Division No. 21, Manitoba, R0B 1M0, Canada"
Regina,50.44876,-104.61731,YQR,"Regina, Division No. 6, Saskatchewan, Canada"
Kitwanga,55.100373,-128.067627,YYD,"Kitwanga, Area B (Suskwa/Kitwanga/Kispiox), Regional District of Kitimat-Stikine, British Columbia, V0J 2A0, Canada"
Vibank,50.3340225,-103.9457348,YQR,"Vibank, Division No. 6, Saskatchewan, S0G 4Y0, Canada"
Killaloe,45.5563714,-77.4181237,YTA,"Killaloe, Killaloe, Hagarty and Richards, Renfrew County, Eastern Ontario, Ontario, K0J 2A0, Canada"
Tay Valley,44.84882225,-76.41507177274269,YSH,"Tay Valley, Lanark County, Eastern Ontario, Ontario, Canada"
Bonville,45.1279052,-74.8222862,YCC,"Bonville, South Stormont, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, K0C 2A0, Canada"
Lake Cowichan,48.8259486,-124.0562815,YCD,"Lake Cowichan, Cowichan Valley Regional District, British Columbia, V0R 2G0, Canada"
Conquest,51.5303755,-107.241087,YXE,"Conquest, Division No. 12, Saskatchewan, S0L 0L0, Canada"
Head of Jeddore,44.7769633,-63.071621,YHZ,"Head of Jeddore, Halifax Regional Municipality, Halifax County, Nova Scotia, B0J 1P0, Canada"
Raymond,49.4606969,-112.6558579,YQL,"Raymond (town), Alberta, T0K 2S0, Canada"
Hare Bay,48.8564255,-54.0068259,YQX,"Hare Bay, Newfoundland, Newfoundland and Labrador, A0G 2P0, Canada"
Mont-Saint-Grégoire,45.336461,-73.159332,YJN,"Mont-Saint-Grégoire, Le Haut-Richelieu, Montérégie, Québec, J0J 1K0, Canada"
West Vancouver,49.3311208,-123.159479,CXH,"West Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
Sainte-Julie (Sainte-Julie) ,45.6354303,-73.3280292,YHU,"Bras Sainte-Julie, Sainte-Julie, Marguerite-D'Youville, Montérégie, Québec, J0L 1N0, Canada"
Southport,49.91933905,-98.27576233119458,YPG,"Southport, Rural Municipality of Portage la Prairie, Division No. 9, Manitoba, Canada"
Lancer,50.8032852,-108.885546,YKY,"Lancer, Division No. 8, Saskatchewan, Canada"
St-Eugène,45.4993117,-74.4651271,YMX,"St-Eugène, East Hawkesbury, Prescott and Russell Counties, Eastern Ontario, Ontario, K0B 1P0, Canada"
Vavenby,51.5823133,-119.7263056,YSN,"Vavenby, Area A (Wells Gray Country), Thompson-Nicola Regional District, British Columbia, Canada"
Sandspit,53.2435323,-131.8281487,YZP,"Sandspit, Area E (Moresby Island), North Coast Regional District, British Columbia, V0T 1T0, Canada"
Coquitlam,49.2842958,-122.793281,CXH,"Coquitlam, Metro Vancouver Regional District, British Columbia, Canada"
Port Alberni,49.2343668,-124.8056517,YQQ,"Port Alberni, Alberni-Clayoquot Regional District, British Columbia, Canada"
Hillsborough,45.9228677,-64.6455554,YQM,"Hillsborough, Hillsborough Parish, Albert County, New Brunswick / Nouveau-Brunswick, Canada"
Langley (D.M.),47.583889,-52.6967308,YYT,"Langley Road, Pleasantville, St. John's, Newfoundland, Newfoundland and Labrador, A1A 0N9, Canada"
Inglis,50.9476934,-101.2499873,YDN,"Inglis, Rural Municipality of Riding Mountain West, Division No. 16, Manitoba, Canada"
Upper Laberge,60.933333,-135.083333,YXY,"Upper Laberge, Yukon, Canada"
Matlock,50.4330195,-96.9531267,YGM,"Matlock, Dunnottar, Division No. 13, Manitoba, Canada"
North York,43.7543263,-79.44911696639593,YZD,"North York, Toronto, Golden Horseshoe, Ontario, Canada"
Richibucto Road,45.9527696,-66.5874715,YFC,"Richibucto Road, Saint Marys Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E3A 6W1, Canada"
Frenchman Butte,53.5962735,-109.5710366,YLL,"Frenchman Butte, Frenchman Butte No. 501, Division No. 17, Saskatchewan, Canada"
Kingsey Falls,45.857978,-72.069283,YSC,"Kingsey Falls, Arthabaska, Centre-du-Québec, Québec, J0A 1B0, Canada"
Pabos Mills,48.3067071,-64.7080633,YGP,"Pabos Mills, Chandler, Le Rocher-Percé, Gaspésie–Îles-de-la-Madeleine, Québec, G0C 2J0, Canada"
Qikiqtarjuaq,67.5580224,-64.0168832,YVM,"ᕿᑭᖅᑕᕐᔪᐊᖅ Qikiqtarjuaq, ᕿᑭᖅᑖᓗᒃ Qikiqtaaluk Region, ᓄᓇᕗᑦ Nunavut, Canada"
Taloyoak,69.5350501,-93.5355054,YYH,"ᑕᓗᕐᔪᐊᕐᒃ Taloyoak, ᕿᑎᕐᒥᐅᑦ Kitikmeot Region, ᓄᓇᕗᑦ Nunavut, Canada"
Vilna,54.116111,-111.919444,YBY,"Vilna, Division No. 12, Alberta, Canada"
Pocologan,45.1221058,-66.5841341,YSJ,"Pocologan, Lepreau Parish, Charlotte County, New Brunswick / Nouveau-Brunswick, Canada"
Washago,44.7520736,-79.3331786,YQA,"Washago, Severn, Simcoe County, Central Ontario, Ontario, L0K 2B0, Canada"
Lamarche,48.791086,-71.4256442,YTF,"Lamarche, Lac-Saint-Jean-Est, Saguenay–Lac-Saint-Jean, Québec, G0W 1X0, Canada"
Lamont,53.7834515,-112.4478142,YXD,"Lamont, Alberta, Canada"
Portage-du-Fort,45.5912557,-76.6619524,YTA,"Portage-du-Fort, Québec, J0X 2T0, Canada"
Saint-Agapit,46.562873,-71.435165,YQB,"Saint-Agapit, Lotbinière (MRC), Chaudière-Appalaches, Québec, G0S 1Z0, Canada"
Narol,50.055,-96.9775,YWG,"Narol, Rural Municipality of St. Clements, Division No. 13, Manitoba, R1C 0A1, Canada"
Shediac,46.219454,-64.5492146,YQM,"Shediac, Shediac Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada"
High Level,58.5115361,-117.1438756,YOJ,"Town of High Level, Alberta, Canada"
Dominion City,49.142199,-97.155356,PMB,"Dominion City, Municipality of Emerson – Franklin, Division No. 2, Manitoba, Canada"
Shakespeare,43.3694408,-80.836852,YKF,"Shakespeare, Perth East, Perth County, Ontario, N0B 2P0, Canada"
Saint-Hyacinthe,45.627484,-72.940636,YHU,"Saint-Hyacinthe, Les Maskoutains, Montérégie, Québec, Canada"
Sainte-Thérèse,45.6342923,-73.8362379,YMX,"Sainte-Thérèse, Thérèse-De Blainville, Laurentides, Québec, Canada"
Eastman,45.3011519,-72.3152965,ZBM,"Eastman, Memphrémagog, Estrie, Québec, J0E 1P0, Canada"
Port Burwell,60.4154059,-64.8175121,XGR,"Port Burwell, ᕿᑭᖅᑖᓗᒃ Qikiqtaaluk Region, ᓄᓇᕗᑦ Nunavut, Canada"
Orford,45.3126711,-72.1657822,YSC,"Orford, Memphrémagog, Estrie, Québec, Canada"
Saint-Amable,45.652688,-73.295631,YHU,"Saint-Amable, Marguerite-D'Youville, Montérégie, Québec, J0L 1N0, Canada"
Freshwater,47.45096675,-52.68391851694915,YYT,"Freshwater, St. John's, Newfoundland, Newfoundland and Labrador, Canada"
Cavendish,46.4912529,-63.3785021,YYG,"Cavendish, Resort Municipality of Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico, Queens County, Prince Edward Island, Canada"
Burk's Falls,45.6202244,-79.408916,YPD,"Burk's Falls, Parry Sound District, Central Ontario, Ontario, Canada"
Wiarton,44.7438271,-81.1408154,YVV,"Wiarton, South Bruce Peninsula, Bruce County, Ontario, N0H 2T0, Canada"
Port Bolster,44.3463,-79.193437,YLK,"Port Bolster Community Hall, Lake Ridge Road, Brock, Durham Region, Golden Horseshoe, Ontario, L0E 1N0, Canada"
Silver Islet,48.3313468,-88.8209605,YQT,"Silver Islet, Unorganized Thunder Bay District, Thunder Bay District, Northwestern Ontario, Ontario, Canada"
Bay Saint Lawrence,48.845843900000006,-60.666441863738626,ZKG,"Golfe du Saint-Laurent, Canada"
Drayton,43.755055,-80.6711337,YKF,"Drayton, Mapleton, Wellington County, Ontario, N0G 1P0, Canada"
Carseland,50.8516661,-113.4684345,YYC,"Carseland, Wheatland County, Alberta, T0J 0M0, Canada"
Rosenfeld,49.1997048,-97.5497212,PMB,"Rosenfeld, Municipality of Rhineland, Division No. 3, Manitoba, Canada"
Kagawong,45.9080882,-82.2585277,YZE,"Kagawong, Billings Township, Manitoulin District, Northeastern Ontario, Ontario, P0P 1J0, Canada"
McCulloch,49.7938391,-119.191135,YLW,"McCulloch, East Central Okanagan Electoral Area, Regional District of Central Okanagan, British Columbia, Canada"
Sydney River,46.1056111,-60.2266495,YQY,"Sydney River, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
Stanstead-Est,45.1100622,-72.048512,YSC,"Stanstead-Est, Coaticook (MRC), Estrie, Québec, J0B 1C0, Canada"
Finch,43.7812974,-79.4158993,YZD,"Finch, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2M 4H9, Canada"
Zurich,43.421133,-81.624703,YCE,"Zurich, Bluewater, Huron County, Ontario, N0M 2T0, Canada"
Melita,49.2691138,-100.9904623,MIB,"Melita, Division No. 5, Manitoba, R0M 1L0, Canada"
Saint-Donat (La Mitis),48.4972583,-68.2475666,YYY,"Saint-Donat, La Mitis, Bas-Saint-Laurent, Québec, Canada"
Saint-Ludger-de-Milot,48.897776699999994,-71.82525434399787,YDO,"Saint-Ludger-de-Milot, Lac-Saint-Jean-Est, Saguenay–Lac-Saint-Jean, Québec, G0W 2B0, Canada"
Saint-Vallier,46.892578,-70.823364,YQB,"Saint-Vallier, Bellechasse, Chaudière-Appalaches, Québec, Canada"
Staples,42.1703295,-82.6008742,YQG,"Staples, Leamington, Essex County, Ontario, N0P 2J0, Canada"
Lansdowne,43.6592384,-79.4419565,YTZ,"Lansdowne, St. Clarens Avenue, Bloordale Village, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1N7, Canada"
Borden-Carleton,46.2533283,-63.6931751,YSU,"Borden-Carleton, Town of Borden-Carleton, Prince County, Prince Edward Island, C0B 1X0, Canada"
Moore Falls,44.8060538,-78.8025047,YQA,"Moore Falls, Minden Hills, Haliburton County, Central Ontario, Ontario, Canada"
Saint John,45.278752,-66.058044,YSJ,"City of Saint John, Saint John County, New Brunswick / Nouveau-Brunswick, Canada"
Pembroke,45.8209741,-77.1115433,YTA,"Pembroke, Eastern Ontario, Ontario, Canada"
New Denmark,46.9961419,-67.5961285,YSL,"New Denmark, Denmark Parish, Victoria County, New Brunswick / Nouveau-Brunswick, E7G 2T2, Canada"
Battle Lake,50.63736755,-100.18284666975941,YDN,"Battle Lake, Municipality of Harrison Park, Division No. 15, Manitoba, Canada"
Saugeen Shores,44.4952483,-81.3713261,YVV,"Saugeen Shores, Bruce County, Ontario, Canada"
Sainte-Catherine (Roussillon),45.40049,-73.576257,YUL,"Sainte-Catherine, Roussillon, Montérégie, Québec, Canada"
Halbrite,49.4877292,-103.559311,YEN,"Halbrite, Division No. 2, Saskatchewan, Canada"
La Visitation-de-Yamaska,46.1291412,-72.6056531,YRQ,"La Visitation-de-Yamaska, Nicolet-Yamaska, Centre-du-Québec, Québec, Canada"
Springville,45.4545357,-62.6236473,YHZ,"Springville, Municipality of Pictou County, Pictou County, Nova Scotia, Canada"
Saint Malo,45.1997482,-71.5001662,YSC,"Saint-Malo, Coaticook (MRC), Estrie, Québec, Canada"
Harwood,44.1404478,-78.1821844,YPQ,"Harwood, Hamilton Township, Northumberland County, Central Ontario, Ontario, K9J 6X8, Canada"
Cedar Springs,49.07582635,-122.25245040002389,YXX,"Cedar Springs, Abbotsford, Fraser Valley Regional District, British Columbia, Canada"
Kitcisakik,47.5394337,-77.4589026,YVO,"Kitcisakik, Réservoir-Dozois, La Vallée-de-l'Or, Québec, Canada"
Saint-Alphonse-de-Granby,45.325599,-72.8088,ZBM,"Saint-Alphonse-de-Granby, La Haute-Yamaska, Estrie, Québec, J0E 2A0, Canada"
Strathcona County,53.5762678,-113.1255397,YXD,"Strathcona County, Alberta, Canada"
Saint-Jean-de-la-Lande (Beauce-Sartigan),46.046508,-70.7061291,YQB,"Saint-Jean-de-la-Lande, Saint-Georges, Beauce-Sartigan, Chaudière-Appalaches, Québec, G5Z 0J8, Canada"
Angus,44.3247413,-79.8882346,YLK,"Angus, Essa, Simcoe County, Central Ontario, Ontario, L0M 1B2, Canada"
Darlington,46.315254,-63.3258576,YYG,"Darlington, Queens County, Prince Edward Island, Canada"
Prince George,53.9128645,-122.7453699,YXS,"Prince George, Regional District of Fraser-Fort George, British Columbia, Canada"
Fawcett,54.5454329,-114.1027702,YZH,"Fawcett, Westlock County, Alberta, Canada"
Lepreau (Parish),45.18045635,-66.52579227333133,YSJ,"Lepreau Parish, Charlotte County, New Brunswick / Nouveau-Brunswick, Canada"
Noonan,45.9636955,-66.5281401,YFC,"Noonan, Grapevine Estates, Maugerville Parish, Sunbury County, New Brunswick / Nouveau-Brunswick, Canada"
Pomquet,45.6269408,-61.844845,YPS,"Pomquet, Municipality of the County of Antigonish, Antigonish County, Nova Scotia, Canada"
Juniper,46.5509804,-67.2211291,HUL,"Juniper, Aberdeen Parish, Carleton County, New Brunswick / Nouveau-Brunswick, E7L 1E9, Canada"
Neepawa,50.2319353,-99.4637261,YBR,"Neepawa, Division No. 15, Manitoba, R0J 1H0, Canada"
Val Marie,49.2714981,-107.8311333,YYN,"Val Marie No. 17, Division No. 4, Saskatchewan, Canada"
Saint-Adrien-d'Irlande,46.110136,-71.453018,YQB,"Saint-Adrien-d'Irlande, Les Appalaches, Chaudière-Appalaches, Québec, Canada"
Shepody,45.7704108,-64.6566718,YQM,"Shepody, Hopewell Parish, Albert County, New Brunswick / Nouveau-Brunswick, Canada"
Carievale,49.1755941,-101.6265516,MIB,"Carievale, Division No. 1, Saskatchewan, Canada"
Cape Dorset,64.23121895,-76.52845036884267,YTE,"Cape Dorset, ᕿᑭᖅᑖᓗᒃ Qikiqtaaluk Region, ᓄᓇᕗᑦ Nunavut, X0A 0C0, Canada"
Goose Bay,53.333333,-60.416667,YYR,"Goose Bay, Happy Valley-Goose Bay, Labrador, Newfoundland and Labrador, Canada"
Ottawa West,45.24694515,-75.90719449487051,YOW,"Westwind Public School, 111, Hartsmere Drive, Stittsville, Goulbourn, Ottawa, Eastern Ontario, Ontario, K2S 2G1, Canada"
St. Stephen,45.192671,-67.2759889,YFC,"St. Stephen, Saint Stephen, Charlotte County, New Brunswick / Nouveau-Brunswick, E3L 1G2, Canada"
Sparwood,49.7332695,-114.885847,YXC,"Sparwood, Regional District of East Kootenay, British Columbia, Canada"
Port Lambton,42.6567779,-82.5062582,MTC,"Port Lambton, St. Clair, Lambton County, Ontario, N0P 2B0, Canada"
Dashwood,43.3460366,-81.6352066,YCE,"Dashwood, Bluewater, Huron County, Ontario, N0M 2T0, Canada"
Huntington,45.9418268,-60.2910461,YQY,"Huntington, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B1K 1V5, Canada"
Indian Head,50.533333,-103.666667,YQR,"Indian Head, Division No. 6, Saskatchewan, S0G 2K0, Canada"
Gilmour,44.8218809,-77.6116412,YTR,"Gilmour, Tudor and Cashel, Hastings County, Central Ontario, Ontario, K0L 1W0, Canada"
Pooles Corner,46.2107338,-62.6519603,YYG,"Pooles Corner, Roseneath, Town of Three Rivers, Kings County, Prince Edward Island, Canada"
Kentville,45.0784875,-64.495212,YZX,"Town of Kentville, Municipality of the County of Kings, Kings County, Nova Scotia, Canada"
Destruction Bay,61.2514333,-138.7997878,YDB,"Destruction Bay, Yukon, Y0B 1H0, Canada"
Sainte-Angèle-de-Prémont,46.363041,-73.057709,YRQ,"Sainte-Angèle-de-Prémont, Maskinongé (MRC), Mauricie, Québec, Canada"
Bonshaw,46.2019486,-63.3484577,YYG,"Bonshaw, Rural Municipality of Bonshaw, Queens County, Prince Edward Island, Canada"
Saint-Alexis-de-Montcalm,45.9324831,-73.612731,YMX,"Saint-Alexis-de-Montcalm, Saint-Alexis, Montcalm, Lanaudière, Québec, J0K 2R0, Canada"
Lake Alma,49.0802413,-104.2014107,YEN,"Lake Alma No. 8, Division No. 2, Saskatchewan, Canada"
Sunderland,44.263396,-79.0662,YOO,"Sunderland, Brock, Durham Region, Golden Horseshoe, Ontario, L0C 1H0, Canada"
Leclercville,46.5708068,-71.9989848,YQB,"Leclercville, Lotbinière (MRC), Chaudière-Appalaches, Québec, Canada"
Les Boules,48.6839287,-67.9841822,YYY,"Les Boules, La Mitis, Bas-Saint-Laurent, Québec, G0J 1S0, Canada"
Calder,53.58858,-113.52928,YXD,"Calder, Northern Mature Area, Edmonton, Division No. 11, Alberta, Canada"
Mactaquac,45.9415455,-66.8841326,YFC,"Mactaquac, Bright Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E6L 1B5, Canada"
Little Britain,44.2855468,-78.8599597,YPQ,"Little Britain, Kawartha Lakes, Central Ontario, Ontario, K0M 2C0, Canada"
Saltspring Island Land District,48.8296672,-123.51516139891447,YGG,"Saltspring Island Land District, Salt Spring Island Electoral Area, Capital Regional District, British Columbia, Canada"
Saint-Honoré-de-Shenley,45.960458,-70.828171,YSC,"Saint-Honoré-de-Shenley, Beauce-Sartigan, Chaudière-Appalaches, Québec, G0M 1V0, Canada"
Perth-Andover,46.7384475,-67.7057484,PQI,"Perth-Andover, Andover Parish, Victoria County, New Brunswick / Nouveau-Brunswick, Canada"
Northern Arm,49.169134,-55.384827,YQX,"Northern Arm, Newfoundland, Newfoundland and Labrador, Canada"
Pointe-Claire,45.4566767,-73.8067442,YUL,"Pointe-Claire, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Fraserwood,50.6404011,-97.2159203,YGM,"Fraserwood, Rural Municipality of Armstrong, Division No. 18, Manitoba, R0C 1A0, Canada"
Red Bank,46.9436911,-65.8282005,YCH,"Red Bank (Metepenagiag), Southesk Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, E9E 1J1, Canada"
McKellar,45.507989,-79.9192573,YPD,"McKellar, McKellar Township, Parry Sound District, Central Ontario, Ontario, P0G 1C0, Canada"
Fort Vermilion,58.3893521,-116.013693,YOJ,"Fort Vermilion, Division No. 17, Alberta, T0H 1N0, Canada"
Saint-Pie,45.504903,-72.905273,ZBM,"Saint-Pie, Les Maskoutains, Montérégie, Québec, J0H 1W0, Canada"
Saint-Simon,45.7191761,-72.84436462336198,ZBM,"Saint-Simon, Les Maskoutains, Montérégie, Québec, J0H 1Y0, Canada"
Saint-Cyrille-de-Wendover,45.933005,-72.424622,YRQ,"Saint-Cyrille-de-Wendover, Drummond, Centre-du-Québec, Québec, Canada"
